volume|issue|url|title|abstract||||
47|3-4||Design-for-testability to achieve complete coverage of delay faults in standard full scan circuits|We propose a testability enhancement technique for delay faults in standard scan circuits that does not involve modifications to the scan chain. Extra logic is placed on next-state variables, and if necessary, on primary inputs, and can be resynthesized with the circuit to minimize its hardware and performance overheads. The proposed technique allows us to achieve complete coverage of detectable delay faults by allowing any two-pattern test to be applied to the circuit through its functional path. In addition to the basic approach, we study the proposed procedure in the presence of a constraint that requires that extra logic would not be placed on the critical paths of the circuit.||||
47|3-4||POPS: A tool for delay/power performance optimization|Based on an incremental path search algorithm, this paper addresses the problem of performance-driven path classification by sizing selected gates on the shortest and the longest identified paths of the circuit. Delay and power/area constraints are managed using circuit path sizing alternatives defined through a realistic evaluation of gate power and delay. Implemented in the performance optimization by path selection (POPS) tool, the accuracy of this technique is compared to evaluation obtained from industrial tools [23] on examples of path enumeration and optimization evaluated on several ISCAS'85 benchmarks.||||
47|5|http://www.sciencedirect.com/science/journal/13837621/47/5|Theory and application of non-group cellular automata for message authentication|An ASIC based on cellular automata (CA) for data-authentication has been proposed in this paper. The scheme is designed from the analytical study of the state transition behaviour of non-group CA, and is significantly different from conventional approaches. Experimental studies confirm the superiority in terms of CPU time (50% reduction) of the software implementation of the proposed scheme compared to standard MD-5 algorithm, the most commonly used method. Regular, modular and cascadable structure of CA with local interconnections makes the scheme ideally suitable for VLSI implementation. The CA based hardware can achieve further speed improvement approximately by at least three order, depending on the message length. The proposed scheme supports existing IPv4 data rates on high bandwidth links (800 Mbps HiPPI). A register in the datapath of a processor can be easily converted to a CA to realize the hardware. The design has been specified in Verilog, simulated for functional correctness, and synthesized using the tool Synergy from Cadence.||||
47|5||Fundamental principles of modeling timing in hardware description languages|A fundamental property of digital hardware designs including VLSI designs is timing which underlies the occurrence of hardware activities and their relative ordering. In essence, timing constitutes the external manifestation of the causal relation between the relevant hardware activities. The constituent components of a hardware system are inherently concurrent and the relative time ordering of the hardware activities is critical to the correct functioning of complex hardware system. Hardware description languages (HDLs) are primarily developed for describing and simulating hardware systems faithfully and correctly and must, therefore, be capable of describing timing, accurately and precisely. This paper examines the fundamental nature of timing in hardware designs and develops, through reasoning, the basic principles of modeling timing in HDLs. This paper then traces the evolution of the key syntactic and semantic timing constructs in HDLs starting with CDL and up to the contemporary HDLs including ADLIB–SABLE, Verilog HDL, and VHDL, and critically examines them from the perspective of the basic principles of modeling timing in HDLs. Classical HDLs including CDL are limited to synchronous digital designs. In the contemporary hardware description languages including ADLIB–SABLE, CONLAN, Verilog, and VHDL, the timing models fail to encapsulate the true nature of hardware. While ADLIB and Verilog HDL fail to detect inconsistent events leading to the generation of potentially erroneous results, the concept of delta delay in VHDL which, in turn, is based on the BCL time model of CONLAN, suffers from a serious flaw.||||
47|5||Specification-based program slicing and its applications|More precise program slices could be obtained by considering the semantic relations between variables of interest. In this paper, we present specification-based slicing that allows a better decomposition of the program by taking a specification as its slicing criterion. A specification-based slice consists of a subset of program statements which preserve the behavior and the correctness of the original program with respect to a specification given by a pre–postcondition pair. Because specification-based slicing enables one to focus attention on only those program statements which realize the functional abstraction specified by the given specification, it can be widely used in many software engineering areas. In order to investigate its possible applications, we show how specification-based slicing can improve the process for extracting reusable functions from existing programs and restructuring complex programs for better maintainability.||||
47|5||Gray code clustering of wireless data for partial match queries|This paper proposes a broadcast data clustering method for partial match queries in mobile distributed systems. An effective broadcast data clustering method enables mobile clients to access the data in short latency. Our method utilizes the properties of the Gray coding scheme – Gray codewords have high locality. We describe the way the Gray code method (GCM) effectively clusters wireless data for partial match queries. And we analyze and evaluate the performance of the Gray code clustering method through comparison with other methods.||||
47|5||Analysing value substitution and confidence estimation for value prediction|Value Prediction is one of the newest techniques used to break down ILP limits. Despite being under continuous study during the last few years, a few aspects related to this emerging technique remain unanalysed in depth. Exhaustively investigated in the context of control speculation, confidence estimation has usually played a secondary role on value prediction and speculation. Closely linked to confidence estimation, value substitution also represents a relegated subject of research. This paper is focussed on analysing, in an isolated way, the respective impact on predictor performance of both confidence estimation and value substitution mechanisms. By using detailed pipeline-level simulations, we prove that improvements in these mechanisms are as important as reducing the predictor aliasing or even improving the prediction model.||||
47|6|http://www.sciencedirect.com/science/journal/13837621/47/6|Baldwinian learning utilizing genetic and heuristic algorithms for logic synthesis and minimization of incompletely specified data with Generalized ReedâMuller (ANDâEXOR) forms|This research applies a new heuristic combined with a genetic algorithm (GA) to the task of logic minimization for incompletely specified data, with both single and multi-outputs, using the Generalized Reed–Muller (GRM) equation form. The GRM equation type is a canonical expression of the Exclusive-Or Sum-of-Products (ESOPs) type, in which for every subset of input variables there exists not more than one term with arbitrary polarities of all variables. This AND–EXOR implementation has been shown to be economical, generally requiring fewer gates and connections than that of AND–OR logic. GRM logic is also highly testable, making it desirable for FPGA designs. The minimization results of this new algorithm tested on a number of binary benchmarks are given. This minimization algorithm utilizes a GA with a two-level fitness calculation, which combines human-designed heuristics with the evolutionary process, employing Baldwinian learning. In this algorithm, first a pure GA creates certain constraints for the selection of chromosomes, creating only genotypes (polarity vectors). The phenotypes (GRMs) are then learned in the environment and contribute to the GA fitness (which is the total number of terms of the best GRM for each output), providing indirect feedback as to the quality of the genotypes (polarity vectors) but the genotype chromosomes (polarity vectors) remain unchanged. In this process, the improvement in genotype chromosomes (polarity vectors) is the product of the evolutionary processes from the GA only. The environmental learning is achieved using a human-designed GRM minimization heuristic. As much previous research has presented the merit of AND–EXOR logic for its high density and testability, this research is the first application of the GRM (a canonical AND–EXOR form) to the minimization of incompletely specified data.||||
47|6||Strategies for solving the Boolean satisfiability problem using binary decision diagrams|The Boolean satisfiability (SAT) problem is the problem of finding a solution to the equation f=1, where f is a Boolean formula to be satisfied. Binary decision diagrams (BDDs) have been widely used to solve this problem; each of the individual output requirements of a multiple-output function is represented as a BDD and the conjunction of these requirements (product BDD) provides all satisfying solutions. However, these techniques suffer from BDD size explosion problems. This paper presents two BDD-based algorithms to solve the SAT problem that attempt to contain the growth of BDD size while identifying solutions quickly.||||
47|6||Efficient local memory sequence generation for data parallel programs using permutations|Generating local memory access sequence is a critical issue in distributed-memory implementations of data-parallel languages. In this paper, for arrays distributed block-cyclically on multiple processors, we introduce a novel approach to the local memory access sequence generation using the theory of permutation. By compressing the active elements in a block into an integer, called compress number, and exploiting the fact that there is a repeating pattern in the access sequence, we obtain the global block cycle. Then, we show that the local block cycle can be efficiently enumerated as closed forms using the permutation of global block cycle. After decompressing the compress number in the local block cycle, the local block patterns are restored and the local memory access sequence can be quickly generated. Unlike other works, our approach incurs no run-time overhead.||||
47|6||Efficient parallel timing simulation of synchronous models on networks of workstations|In this paper we address the parallel timing simulation of synchronous VLSI designs on a network of workstations (NOWs). We suggest combining cycle based and conventional timing simulation techniques to achieve fast timing simulation even on NOWs which are typically characterized by low bandwidth and high communication latency. In particular we execute a timing simulator on each node of the NOW and use cycle based simulation to produce synchronization information required by the timing simulators. As synchronization information is generated exclusively by the cycle based simulator there is no need for any communication between the timing simulators. To verify the feasibility and performance of our approach we simulated several circuits using our approach. The results show that a significant speedup can be achieved even for very small circuits.||||
47|6||Buffer management control in data transport network node|The application of analytical queuing theory results in behaviour analysis of a distributed computer network or mobile data system (data transport network). It belongs to the preferred method in comparison to the simulation method. The use of analytical methods allows us to calculate effectively various values of parameters in equilibrium, including the total input intensity of data units to every node of transport network even for the more realistic models than the M/M/1 systems. However, these results are derived assuming an infinite buffer in size at a given node. For practical application, we need to project the concrete number of buffers in every node. This paper describes the method of buffer management control for each decomposed network's node of a data transport network in two real cases. For this purpose, the linear dependence between buffer memory size and input queue size at each node of a data transport network was used.||||
47|6||Embedding of complete binary tree with 2-expansion in a faulty Flexible Hypercube|Although the embedding of complete binary trees in faulty hypercubes has received considerable attention, to our knowledge, no paper has demonstrated how to embed a complete binary tree in a faulty Flexible Hypercube. Therefore, this investigation presents an algorithm to facilitate the embedding job when the Flexible Hypercube contains faulty nodes. Of particular concern are the network structures of the Flexible Hypercube that balance the load before as well as after faults start to degrade the performance of the Flexible Hypercube. Furthermore, to obtain the replaceable node of the faulty node, 2-expansion is permitted such that up to (n−2) faults can be tolerated with congestion 1, dilation 4 and load 1.||||
47|6||Maximizing reliability of distributed computing system with task allocation using simple genetic algorithm|Reliability is one of the very important characteristics of the distributed computing system (DCS), and articles on task allocation (an NP-Hard problem) to maximize the reliability of DCS have appeared in the past [S. Kartik, C.S. Ram Murthy, IEEE Trans. Comput. 46 (6) (1997) 719; S.M. Shatz, Wang, Goto, IEEE Trans. Comput. 41 (90) (1992) 1156]. Genetic Algorithm (GA) has emerged as a successful tool for optimization purposes. We, in this work, have used a simple GA to optimize the reliability of DCS with task allocation.||||
47|7|http://www.sciencedirect.com/science/journal/13837621/47/7|Special issue on Evolutionary computing|||||
47|7||Scalable architecture for parallel distributed implementation of genetic programming on network of workstations|We present an approach for developing a scalable architecture for parallel distributed implementation of genetic programming (PDIGP). The approach is based on exploitation of the inherent parallelism among semi-isolated subpopulations in genetic programming (GP). Proposed implementation runs on cost-efficient configurations of networks on workstations in LAN and Internet environment. Developed architecture features single global migration broker and centralized manager of the semi-isolated subpopulations, which contribute to achieving quick propagation of the globally fittest individuals among the subpopulations, reducing the performance demands to the communication network, and achieving flexibility in system configurations by introducing dynamically scaling up opportunities. PDIGP exploits distributed component object model (DCOM) as a communication paradigm, which as a true system model offers generic support for the issues of naming, locating and protecting the distributed entities in proposed architecture of PDIGP. Experimentally obtained results of computational effort of proposed PDIGP are discussed. The results show that computational effort of PDIGP marginally differs from the computational effort in canonical panmictic GP evolving single large population. For PDIGP running on systems configurations with 16 workstations the computational effort is less than panmictic GP, while for smaller configurations it is insignificantly more. Analytically obtained and empirically proved results of the speedup of computational performance indicate that PDIGP features linear, close to ideal characteristics. Experimentally obtained results of PDIGP running on configurations with eight workstations show close to 8-fold overall speedup. These results are consistent with the anticipated cumulative effect of the insignificant increase of computational effort for the considered configuration and the close to linear speedup of computational performance.||||
47|7||Coevolving functions in genetic programming|In this paper we introduce a new approach to the use of automatically defined functions (ADFs) within genetic programming. The technique consists of evolving a number of separate sub-populations of functions which can be used by a population of evolving main programs. We present and refine a set of mechanisms by which the number and constitution of the function sub-populations can be defined and compare their performance on two well-known classification tasks. A final version of the general approach, for use explicitly on classification tasks, is then presented. It is shown that in all cases the coevolutionary approach performs better than traditional genetic programming with and without ADFs.||||
47|7||System identification using evolutionary Markov chain Monte Carlo|System identification involves determination of the functional structure of a target system that underlies the observed data. In this paper, we present a probabilistic evolutionary method that optimizes system architectures for the identification of unknown target systems. The method is distinguished from existing evolutionary algorithms (EAs) in that the individuals are generated from a probability distribution as in Markov chain Monte Carlo (MCMC). It is also distinguished from conventional MCMC methods in that the search is population-based as in standard evolutionary algorithms. The effectiveness of this hybrid of evolutionary computation and MCMC is tested on a practical problem, i.e., evolving neural net architectures for the identification of nonlinear dynamic systems. Experimental evidence supports that evolutionary MCMC (or eMCMC) exploits the efficiency of simple evolutionary algorithms while maintaining the robustness of MCMC methods and outperforms either approach used alone.||||
47|7||Conditions for the convergence of evolutionary algorithms|This paper presents a theoretical analysis of the convergence conditions for evolutionary algorithms. The necessary and sufficient conditions, necessary conditions, and sufficient conditions for the convergence of evolutionary algorithms to the global optima are derived, which describe their limiting behaviors. Their relationships are explored. Upper and lower bounds of the convergence rates of the evolutionary algorithms are given.||||
47|7||Evolving good hierarchical decompositions of complex systems|Many application areas represent the architecture of complex systems by means of hierarchical graphs containing basic entities with directed links between them, and showing the decomposition of systems into a hierarchical nested “module” structure. An interesting question is then: How best should such a complex system be decomposed into a hierarchical tree of nested “modules”? This paper describes an interesting complexity measure (based on an information theoretic minimum description length principle) which can be used to compare two such hierarchical decompositions. This is then used as the fitness function for a genetic algorithm (GA) which successfully explores the space of possible hierarchical decompositions of a system. The paper also describes the novel crosssover and mutation operators that are necessary in order to do this, and gives some examples of the system in practice.||||
47|7||Hybrid evolutionary motion planning using follow boundary repair for mobile robots|This paper presents a hybrid evolutionary motion planning simulation system for mobile robots operating in unstructured environments. We have designed a new obstacle representation method named cross-line, a follow boundary repair approach, and a hybrid evolutionary motion planning algorithm. A high-level navigator uses the approach and algorithms to implement mobile robot motion planning in various environments. An interactive graphical user interface is developed and the DLL technique is used to implement this system. A group of experiments was conducted. The results demonstrate that this system has high performance, effectiveness and flexibility.||||
47|7||Learning feed-forward and recurrent fuzzy systems: A genetic approach|In this paper, we present a new learning method for rule-based feed-forward and recurrent fuzzy systems. Recurrent fuzzy systems have hidden fuzzy variables and can approximate the temporal relation embedded in dynamic processes of unknown order. The learning method is universal i.e., it selects optimal width and position of Gaussian like membership functions and it selects a minimal set of fuzzy rules as well as the structure of the rules. A genetic algorithm (GA) is used to estimate the fuzzy systems which capture low complexity and minimal rule base. Optimization of the “entropy” of a fuzzy rule base leads to a minimal number of rules, of membership functions and of subpremises together with an optimal input/output (I/O) behavior. Most of the resulting fuzzy systems are comparable to systems designed by an expert but offers a better performance. The approach is compared to others by a standard benchmark (a system identification process). Different results for feed-forward and first-order recurrent fuzzy systems with symmetric and non-symmetric membership functions are presented.||||
47|7||Autotuning a PID controller: A fuzzy-genetic approach|A new method for tuning the parameters of the proportional integral derivative (PID) controller is presented in this paper. The technique adopted in this proposition is based on the format of dead-beat control. Fuzzy inference mechanism has been used here for predicting the future values of the controller output while crisp consequent values of the rulebase of the Takagi–Sugeno model are optimized using a genetic algorithm. The proposition is an extension of the work in R. Bandyopadhyay, D. Patranabis (A new autotuning algorithm for PID controllers using dead-beat format, ISA Trans., accepted for publication) where the rulebase was prepared based on the knowledge of process experts. The use of genetic algorithm for optimizing the crisp values of the rulebase has considerably improved the performance of the PID autotuner. The proposed algorithm seems to be a complete and generalized PID autotuner as can be seen from the simulated and experimental results. In all the cases the method shows substantial improvement over the controller tuned with Ziegler–Nichols formula and the PID controller proposed in (loc cit).||||
47|8|http://www.sciencedirect.com/science/journal/13837621/47/8|Host-diagnosis algorithms for parallel systems|This paper presents an off-line diagnosis strategy for parallel message-passing systems. This strategy, called host-diagnosis, allows a host system to perform centralized diagnosis of the system state, given results of distributed tests performed among the system processors. It is useful for a manufacturing or a maintenance test. Three algorithms that use the host-diagnosis strategy are proposed. Their performance are evaluated using a queuing network model and compared to those of a classic distributed self-diagnosis algorithm. Obtained results show important diagnosis latency savings in case of host-diagnosis algorithms in comparison with the self-diagnosis algorithm.||||
47|8||A robust stack folding approach for Java processors: an operand extraction-based algorithm|Data dependency in stack operations limits the performance of Java processors. To enhance Java's performance, existing literature suggests using stack operations folding. We extend this concept in a new folding algorithm that identifies principle operations in folding groups and extracts necessary operands from the bytecode queue. The proposed algorithm permits nested pattern folding and multiple issue of folding groups. Hence, the need for and therefore the limitations of a stack are eliminated. This paper discusses various aspects of the proposed algorithm and illustrates different folding scenarios as well as possible hazards. Benchmarking using SPECjvm98 shows excellent performance gains as compared to existing algorithms.||||
47|8||Adding static data dependence collapsing to a high-performance instruction scheduler|State-of-the-art processors achieve high performance by executing multiple instructions in parallel. However, the parallel execution of instructions is ultimately limited by true data dependencies between individual instructions. The objective of this paper is to present and quantify the benefits of static data dependence collapsing, a non-speculative technique for reducing the impact of true data dependencies on program execution time. Data dependence collapsing involves combining a pair of instructions when the second instruction is directly dependent on the first. The two instructions are then treated as a single entity and are executed together in a single functional unit that is optimised to handle functions with three input operands instead of the traditional two inputs. Dependence collapsing can be accomplished either dynamically at run time or statically at compile time. Since dynamic dependence collapsing has been studied extensively elsewhere, this paper concentrates on static dependence collapsing. To quantify the benefits of static dependence collapsing, we added a new dependence collapsing option to the Hatfield Superscalar Scheduler (HSS), a state-of-the-art instruction scheduler that targets the Hatfield Superscalar Architecture (HSA). We demonstrate that the addition of dependence collapsing to HSS delivers a significant performance increase of up to 15%. Furthermore, since HSA already executes over four instructions in each processor cycle without dependence collapsing, dependence collapsing enables 0.4 additional instructions to be executed in each processor cycle.||||
47|8||Modelling adaptive routing in circuit switched networks|A performance model of circuit switched k-ary n-cubes with deterministic routing has recently been proposed by Sharma and Varvarigos [IEEE Trans. Parallel Distrib. Syst. 8 (4) (1997) 349]. Many studies have revealed that using adaptive routing along with virtual channels considerably improves network performance over deterministic routing. This paper presents the first analytical model for calculating the message latency in circuit switched k-ary n-cube networks with adaptive routing. The main feature of the proposed model is the use of Markov chains to compute the path set-up time and to capture the effects of using virtual channels to reduce message blocking in the network. The mean waiting time that a message experiences at a source node is calculated using an M/G/1 queueing system. The validity of the model is demonstrated by comparing analytical results with those obtained through simulation experiments.||||
47|9|http://www.sciencedirect.com/science/journal/13837621/47/9|Segmenting endoscopic images using adaptive progressive thresholding: a hardware perspective|Hardware realization of a novel technique based on adaptive progressive thresholding (APT) for the real-time segmentation of endoscopic images is presented. The APT algorithm is mapped onto a linear array of processing elements with each element of a particular segment communicating with its nearest neighbours. The efficiency and hardware portability of this technique justifies its use in applications that require high performance in real-time.||||
47|9||An adaptive approach to achieving hardware and software fault tolerance in a distributed computing environment|||||
47|9||Unsafety vectors: a new fault-tolerant routing for the binary n-cube|This paper presents a new fault-tolerant routing algorithm for the binary n-cube which overcomes the limitations of the recently-proposed safety vectors algorithm (IEEE Trans. Parallel Distribut. Syst. 9 (4) (1998) 321). The algorithm is based on the concept of “unsafety vectors”. Each node A starts by computing a first level unsafety set, S1A, composed of the set of unreachable neighbours. It then performs (m−1) exchanges with its neighbours to determine the k-level unsafety set, SkA, for all 1â©½kâ©½m, where m is an adjustable parameter between 1 and n. SkA represents the set of all nodes at Hamming distance k from node A which are faulty or unreachable from A due to faulty nodes (or links). Equipped with these unsafety sets, each node calculates unsafety vectors, which are then used to achieve an efficient fault-tolerant routing in the binary n-cube. The kth element of the unsafety vector of node A represents a measure of the routing unsafety at distance k from A. We present an analytical study proving some properties of the proposed algorithm. We also conduct a comparative analysis through extensive simulation experiments that reveal the superiority of the proposed algorithm over the safety vectors algorithm (IEEE Trans. Parallel Distribut. Syst. 9 (4) (1998) 321) in terms of different performance measures, e.g. routing distances and percentage of reachability.||||
47|9||On the merits of hypermeshes and tori with adaptive routing|Most existing multicomputers employ the torus topology along with deterministic routing to ensure simple router implementation, and thus fast communication. Efficient adaptive routing algorithms with minimum implementation requirements have recently been proposed to overcome the limitations of deterministic routing. Such algorithms have been incorporated in the latest generation of multicomputers, e.g. the Cray T3E, which are still based on low-dimensional k-ary n-cubes. Our previous studies have shown that a hypergraph network, referred to as the distributed crossbar switch hypermesh (DCSH), has several topological and performance advantages over traditional k-ary n-cubes when deterministic routing is used. This paper evaluates the relative merits of the DCSH and a variant of k-ary n-cubes, the torus, in the context of adaptive routing. The evaluation takes into account the effects of increased switching delays due to adaptivity, and implementation costs for various technologies (e.g. VLSI and multiple-chip technology). The results reveal that the DCSH is a potential alternative as a future high-performance multicomputer network, which can fully exploit the benefits of adaptive wormhole routing. Even though the torus has higher bandwidth channels than its DCSH counterpart, due to its simpler interconnect structure, adaptivity cannot reduce its higher message blocking delays inherent in its topology.||||
47|9||A PCI bus simulation framework and some simulation results on PCI standard 2.1 latency limitations|||||
||||||||
volume|issue|url|title|abstract||||
48|1-3|http://www.sciencedirect.com/science/journal/13837621/48/1-3|Editorial Board|||||
48|1-3||An analytical POC stack operations folding for continuous and discontinuous Java bytecodes|The execution performance of a stack-based Java virtual machine (JVM) is limited by the true data dependency. To enhance the performance of the JVM, a stack operations folding mechanism for the picoJava-I/II processor was proposed by Sun Microsystems to fold 42.3% stack operations. By comparing the continuous bytecodes with pre-defined folding patterns in instruction decoder, the number of push/pop operations in between the operand stack and the local variable could be reduced. In this study, an enhanced POC (EPOC) folding model is proposed to further fold the discontinuous bytecodes that cannot be folded in continuous bytecodes folding mechanisms. By proposing a stack re-order buffer (SROB) to help the folding check processes, the EPOC folding model can fold the stack operations perfectly with a small size of SROB implementation. Statistical data shows that the four-foldable strategy of the EPOC folding model can eliminate 98.8% of push/pop operations with an instruction buffer size of 7 bytes and the SROB size of eight entries.||||
48|1-3||Virtual prototyping of PLC-based embedded system using object model of target and behavior model by converting RLL-to-statechart directly|A domain-specific virtual prototyping approach is proposed that can reduce the risks involved in programmable logic controllers (PLCs)-based embedded system programming. The proposed approach is based on an object-oriented real-time modeling concept, plus an algorithm is defined that can mechanically convert a PLC program, written in relay ladder logic (RLL), to a statechart model. In the field of virtual prototyping, statechart models are widely accepted as representing the behavior of target systems. Accordingly, the direct use of an RLL program enables a virtual prototype to be built quite easily, thereby eliminating complex behavior remodeling of the objects used in PLC embedded systems. As a case study, virtual prototyping of a target example was performed and analyzed to evaluate the benefit of the proposed approach.||||
48|1-3||Hypermeshes: implementation and performance|Common multicomputer networks, including the torus, mesh, and hypercube, are graph topologies where a channel interconnects exactly two nodes. Hypergraphs are generalisations of the graph model, where a channel interconnects an arbitrary number of nodes. The spanning-bus hypercube is a well-known network that belongs to the hypergraph family. Regular multidimensional hypergraphs, also known as hypermeshes, have been proposed as potential alternatives to traditional graph networks for future multicomputers due to their superior topological and performance features. This paper compares the different schemes that have been proposed in the literature for implementing the hypermesh. The results reveal that one particular version of the hypermesh, known as the distributed crossbar switch hypermesh, provides the best performance when implementation costs are taken into account.||||
48|1-3||Interface synthesis between software chip model and target board|This paper reports on the synthesis of interface between software chip model and target board in a behavioral emulation system called in-system algorithm verification engine (iSAVE). iSAVE performs in-system verification of the behavioral description of a chip in such high-level languages as C in the context of its application board at the early chip design stage. The interface between the target chip and the target board is implemented as two parts; software part running on a microprocessor in a multi-thread fashion and hardware part mapped into field programmable gate array logic. The proposed idea is validated by successfully demonstrating the behavioral emulation of MP3 decoder chip, i.e., running the MP3 decoding algorithm written in C along with the real MP3 player board minus the MP3 decoder chip itself through the proposed interface scheme.||||
48|1-3||Design and analysis of static memory management policies for CC-NUMA multiprocessors|In this paper, we characterize the performance of three existing memory management techniques, namely, buddy, round-robin, and first-touch policies. With existing memory management schemes, we find several cases where requests from different processors arrive at the same memory simultaneously. To alleviate this problem, we present two improved memory management policies called skew-mapping and prime-mapping policies. By utilizing the properties of skewing and prime, the improved memory management designs considerably improve the application performance of cache coherent non-uniform memory access multiprocessors. We also re-evaluate the performance of a multistage interconnection network using these existing and improved memory management policies. Our results effectively present the performance benefits of different memory management techniques based on the sharing patterns of applications. Applications with a low degree of sharing benefit from the data locality provided by first-touch. However, several applications with significant sharing degrees as well as those with single processor initialization routines benefit highly from the intelligent distribution of data provided by skew-mapping and prime-mapping schemes. Improvements due to the new schemes are found to be as high as 35% in stall time.||||
48|1-3||Building a dependable system from a legacy application with CORBA|This paper presents a dependability oriented, fault tolerance based system design, development, and deployment approach. The approach relies on an architectural framework, which allows legacy software modules to be reused as the basic building blocks of a distributed dependable application. Different levels of replication and alternative adjudication strategies are implemented behind a unified interface. These can be configured for achieving the optimal compromise between dependability and performance, according to application, deployment environment, and fault characteristics. The suggested solution can be implemented on top of any CORBA infrastructure. The architecture has been developed and tested. Experimental results are presented and discussed.||||
48|1-3||Genetic engineering versus natural evolution: Genetic algorithms with deterministic operators|Genetic algorithms (GA) have several important features that predestine them to solve design problems. Their main disadvantage however is the excessively long run-time that is needed to deliver satisfactory results for large instances of complex design problems. The main aims of this paper are (1) to demonstrate that the effective and efficient application of the GA concept to design problem solving requires substitution of the basic GAs natural evolution by genetic engineering (GE), (2) to propose and discuss the concept of a genetic engineering algorithm (GEA), and (3) to show how to apply the GEA to solve synthesis problems. In this paper, an effective and efficient GE scheme is proposed and applied to solve an important design problem: the minimal input support problem. In almost all cases, our GEA produces strictly optimal results and realizes a very good trade-off between effectiveness and efficiency. The experimental results clearly demonstrate that the proposed GE scheme is suitable for solving design problems and its application results in very effective and efficient GEAs.||||
48|11-12|http://www.sciencedirect.com/science/journal/13837621/48/11-12|Editorial board|||||
48|11-12||Permutation routing in optical MIN with minimum number of stages|In a hybrid optical multistage interconnection network (MIN), optical signals are routed by electronically controlled switches using directional couplers. A relevant design problem is to minimize the path-dependent loss of the optical signal, which is directly proportional to the number of couplers, i.e., the number of switches through which the signal has to pass. In general, given the network size and the type of the MIN, the number of stages is a constant. Hence, an input signal has to pass through a fixed number of couplers to reach the output.||||
48|11-12||On the topological properties of the arrangementâstar network|This paper proposes a new interconnection network, referred to as the arrangement–star network, which is constructed from the product of the star and arrangement networks. Studying this new network is motivated by the good qualities it exhibits over its constituent networks, the star and arrangement networks. The star network has been a research focus for quite a long time until recently when the algorithm development on the star network turned out to be cumbersome. The arrangement network as a generalized class for the star network offers no solution in that direction. The arrangement–star network, on the other hand, makes it possible to efficiently embed grids, pipelines, as well as other computationally important topologies in a very natural manner. Furthermore, the fact that the product of the star and arrangement networks comes with little increase in the network diameter and a better result on communication cost, motivates further investigation for this new alternative, the arrangement–star network.||||
48|11-12||A VLSI architecture for 3-D self-organizing map based color quantization and its FPGA implementation|Color quantization is the process of computing a color palette containing few best colors from a full color image and then associating to each pixel of the image, a color from the palette to yield a color quantized image that is close to the original image. It is of interest in applications such as digital display and image capture. To satisfy real time requirements, it is of vital importance to perform color quantization as fast as possible. This paper presents a novel architecture of a hardware unit for color quantization that is based on Kohonen’s self-organizing map. The proposed architecture is of the SIMD type and results in a scheme with linear time complexity (in the size of the image). The architecture has been implemented in Xilinx FPGA and results show that the proposed design achieves high speed taking only a few milliseconds for color quantization of images up to size of 512 × 512 with low area requirement.||||
48|11-12||Bandwidth constrained smoothing for multimedia streaming with scheduling support|Providing a satisfactory multimedia service in networking environments requires an effective media delivery mechanism. However, a common network such as the Internet does not provide a guaranteed network bandwidth to accommodate multimedia service in a reliable fashion. A typical approach to assist multimedia delivery is via buffer management and task scheduling in end-systems. Buffer management techniques are classified into two categories; one is to adapt the changes in network load and the other is to smooth the bandwidth requirement. The former may cause a serious loss of service quality whereas the latter is unable to adapt to the dynamic network condition. In this paper, we propose a bandwidth-adaptive media smoothing technique which smoothes the bandwidth requirement for media delivery at run time by considering the availability of network bandwidth. Meanwhile, the bandwidth smoothing technique still has the possibility of causing jitter because the policy runs on the application layer so that it cannot guarantee task completion in time. Thus, we also propose a task scheduling algorithm optimized for the bandwidth adaptive smoothing. This scheduling technique handles the media data appropriately in order to minimize jitter. Simulation results with prerecorded MPEG videos show that the quality of delivered video is improved with the proposed bandwidth adaptive smoothing and task scheduling mechanisms.||||
48|4-5|http://www.sciencedirect.com/science/journal/13837621/48/4-5|Editorial Board|||||
48|4-5||A fast and accurate delay dependent method for switching estimation of large combinational circuits|Assuming inertial gate delay model, the first-order temporal correlation and the structural dependencies, a probabilistic method to estimate the switching activity of a combinational circuit, is introduced. To capture the first temporal correlation a novel mathematical model and the associated new formulas are derived. Also, a modified boolean function, which describes the logic and timing behavior of each signal, is introduced. To capture the structural dependencies an efficient new method to partition a large circuit into small independent sub-circuits is proposed. Finally, an algorithm that evaluates the switching activity of any circuit node is presented.||||
48|4-5||On the design of low power BIST for multipliers with Booth encoding and Wallace tree summation|Low power dissipation (PD) during testing is emerging as one of the major objectives of a built-in self-test (BIST) designer. In this paper we examine the testability of multipliers based on Booth encoding and Wallace tree summation of the partial products and we present a methodology for deriving a low power BIST scheme for them. We propose several design rules for designing the Wallace tree in order to be fully testable under the cell fault model. The proposed low power BIST scheme for the derived multipliers is achieved by: (a) introducing suitable test pattern generators (TPGs), (b) properly assigning the TPG outputs to the multiplier inputs and (c) significantly reducing the test set length. Results indicate that the total power dissipated, the average power per test vector and the peak PD during testing can be reduced up to 73%, 27% and 36% respectively with respect to earlier schemes, depending on the implementation of the basic cells and the size of the multiplier. The test application time is also significantly reduced, while the introduced BIST scheme implementation area is small.||||
